price,Area,Location,latitude,longitude,No. of Bedrooms,Resale,VaastuCompliant,nearbyresources,essentials
70,400,Kandivali East,19.2103809,72.8640837,1,1,1,1101000010001,11110
350,2450,Kandivali East,19.2103809,72.8640837,4,1,1,1101000010000,11111
180,1165,Kandivali East,19.2103809,72.8640837,3,1,1,1101000010000,11111
137,1056,Kandivali West,19.2084002,72.8422235,2,1,1,1111111111111,11110
90,765,Kandivali West,19.2084002,72.8422235,1,0,1,1111111111111,11110
138,1200,Kandivali West,19.2084002,72.8422235,2,0,1,1111111111111,11110
353,1962,Kandivali West,19.2084002,72.8422235,3,0,1,1111111111111,11110
132,1100,Kandivali West,19.2084002,72.8422235,2,0,0,1111111111111,11110
180,1500,Kandivali West,19.2084002,72.8422235,3,0,0,1111111111111,11110
125,800,Kandivali West,19.2084002,72.8422235,2,0,0,1111111111111,11110
250,1440,Kandivali West,19.2084002,72.8422235,3,0,1,1111111111111,11110
265,1500,Kandivali West,19.2084002,72.8422235,3,1,1,1111110111011,11110
330,1472,Kandivali West,19.2084002,72.8422235,3,1,1,1101010111011,11110
175,1500,Kandivali West,19.2084002,72.8422235,3,0,1,1011101010001,11110
320,1300,Kandivali West,19.2084002,72.8422235,3,1,0,0000000101000,11111
88,600,Kandivali West,19.2084002,72.8422235,1,1,1,1111000010001,11110
152,1050,Kandivali West,19.2084002,72.8422235,2,0,0,1011100110001,11110
210,1129,Kandivali West,19.2084002,72.8422235,2,1,0,1111100010001,11111
38,340,Kandivali West,19.2084002,72.8422235,1,1,0,0000000000000,00100
165,839,Kandivali West,19.2084002,72.8422235,2,1,0,1111100010001,11111
230,1300,Kanjurmarg,19.1296868,72.9283701,3,1,0,1101000010000,11110
230,1300,Kanjurmarg,19.1296868,72.9283701,3,1,0,1101000010000,11110
85,484,Kanjurmarg,19.1296868,72.9283701,1,1,0,1111111111011,11110
85,575,Kanjurmarg,19.1296868,72.9283701,1,1,1,1101000010000,11111
85,575,Kanjurmarg,19.1296868,72.9283701,1,1,1,1101000010000,11111
33,612,Katrap,19.1685323,73.2272798,2,1,1,0010000000000,01100
33,612,Katrap,19.1685323,73.2272798,2,1,1,0010000000000,01100
348,950,Khar,19.0724575,72.8337068,2,0,1,1111111111111,11111
350,700,Khar,19.0724575,72.8337068,2,1,1,0010000000001,11110
350,969,Khar,19.0724575,72.8337068,2,0,1,1111111111111,11111
37,425,Kharegaon,19.2051286,72.9996657,1,1,0,0000000000000,11110
